"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"201";"~jaú :";"panowie rÛbcie badania DNA ,bo po 40-stce moøna mieÊ ,ale to juø cud ,chyba ,øe ktoú ""dopomoøe """;"29†sty†13:43";"Liczba g≥osÛw:13";"15%";"84%";NA;"84%";"#mark"
"202";"~voila :";"""nie rodzi sie dziecka o imieniu"". dziecko dostaje imie dopiero po urodzeniu.";"29†sty†13:42";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"203";"~KINIA :";"NIC DZIWNEGO,ØE TA ORMAN CI•GLE SIEDZI U CHIRURGA PLASTYCZNEGO,MIMO,ØE WKR”TCE B DZIE POTWOREM NIE DO OGLADANIA.";"29†sty†13:41";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"204";"~Antena";"Teø zatrzyma≥am siÍ na tym zdjÍciu... on nawet nie potrafi trzymaÊ w≥asnego dziecka, nie ma tam grama uczucia. Matko, jak moøna trzymaÊ dziecko za czubek g≥owy...";"29†sty†13:39";"Liczba g≥osÛw:3";"100%";"0%";"~Kaliszowa:";"100%";"#mark"
"205";"~taka prawda";"Dziady stare , nie wiadomo czy doøyjπ do matury . Øal mi tych dzieci !";"29†sty†13:38";"Liczba g≥osÛw:8";"37%";"62%";"~tak to bÍdzie:";"62%";"#mark"
"206";"~co ja pacze :";"a matkaboskokozuchosko to ma niewidzialne dziecko czy od razu urodzi≥o siÍ roczne i trza poczekaÊ øeby ten defekt zatuszowaÊ";"29†sty†13:38";"Liczba g≥osÛw:4";"25%";"75%";NA;"75%";"#mark"
"207";"~zulejka :";"trzeba oddzielic fakt urodzenia dziecka od jego wychowania. niestety osoby po 40-stce maja statystycznie mniejsze szanse na wychowanie dziecka, doczekanie sie wnuczat. taka jest niueublagana biologia. nie oceniam osob, ktore decyduja sie na dziecko po 40-stce. to jest ich wybor. sama urodzilam dzieci w wieku 30 i 36 lat. uwazam, ze zrobilam to za pozno.";"29†sty†13:36";"Liczba g≥osÛw:17";"47%";"52%";NA;"52%";"#mark"
"208";"~magda";"jaka Ty jesteú przemπdrza≥a i do ego esej napisa≥aú... powieúci siÍ nie da≥o?";"29†sty†13:35";"Liczba g≥osÛw:5";"20%";"80%";"~o:";"80%";"#mark"
"209";"~jak widaÊ";"od sitcomÛw mÛzg gπbczeje";"29†sty†13:35";"Liczba g≥osÛw:2";"0%";"100%";"~onnnnnnnnnnnnnnnn:";"100%";"#mark"
"210";"~Kaliszowa :";"Najlepsza fotka jak Kalisz karmi syna - øal mi dziecka, krzywica pewna :-(";"29†sty†13:33";"Liczba g≥osÛw:9";"88%";"11%";NA;"88%";"#mark"
"211";"~bÍdzie to tak";"to jest tak waøny powÛd, øe po 40 wszystkie trzeba skrobaÊ";"29†sty†13:33";"Liczba g≥osÛw:4";"100%";"0%";"~tak to bÍdzie:";"100%";"#mark"
"212";"~onnnnnnnnnnnnnnnn :";"Al≠do≠na Orman - przeciez w ""Na dobre i na z≥e"" wycieli tej botoksowej aktoreczce macicÍ i jajniki. A jednak cuda sie zdarzajπ";"29†sty†13:29";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"213";"~tak to bÍdzie :";"A na wywiadÛwce to zapytajπ , a babcia to do kogo ?";"29†sty†13:28";"Liczba g≥osÛw:17";"23%";"76%";NA;"76%";"#mark"
"214";"~Jan :";"Mam nadziejÍ ,ze dziecko Kalisza bÍdzie ≥adniejsze od ojca i co najwaøniejsze ,ze bÍdzie porzπdnym cz≥owiekiem";"29†sty†13:26";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"215";"~joy :";"Miejmy tylko nadzieje, ze Ignacy nie bedzie podobny do tatusia.....";"29†sty†13:25";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"216";"~niemogenatopatrzec :";"czy nikt nie pokazal kaliszowi jak trzymac dziecko podczas karmienia?";"29†sty†13:24";"Liczba g≥osÛw:6";"66%";"33%";NA;"66%";"#mark"
"217";"~Kasia";"Jak wszystkie...";"29†sty†13:23";"Liczba g≥osÛw:1";"100%";"0%";"~sonnor:";"100%";"#mark"
"218";"~justyna904 :";"Jestem juø niem≥odπ kobietπ,jak mia≥am 16 lat moja mama urodzi≥a swoje drugie dziecko(rodzice byli wtedy po czterdziestce) i po porodzie zmar≥a.MÛj ojciec szybko oøeni≥ siÍ ze swojπ kochankπ,moja macocha skaza≥a mnie i mojπ siostrÍ na okrucieÒstwo,musia≥am w wieku 18 lat wyjúÊ za mπø i siÍ wyprowadziÊ,bo tak sobie øyczy≥ moj tata,ktÛry by≥ tak zauroczony swojπ nowπ øonπ.Moja siostra teø w wieku 18 lat musia≥a z w≥asnego rodzinnego domu uciekaÊ za granicÍ skπd juø nigdy nie wrÛci≥a..Dla naszego ojca przez te wszystkie lata liczy≥a siÍ tylko macocha i jej dzieci.Nigdy do mnie nie zadzwoni≥,nie widzia≥ mojego domu,nie przyjecha≥ na úlub swojej wnuczki,nie widzia≥ nigdy prawnuka. Ma teraz ponad 80 lat i wiem,øe juø go nigdy nie zobaczÍ.............";"29†sty†13:23";"Liczba g≥osÛw:5";"60%";"40%";NA;"60%";"#mark"
"219";"~Kasia";"No rzeczywiúcie, ubaw po pachy....";"29†sty†13:20";"Liczba g≥osÛw:5";"80%";"20%";"~Alicja:";"80%";"#mark"
"220";"~http://ciaza-przed-40tka.blogspot.com/";"Hej Basiu, wspÛ≥czujÍ Ci, bo rzeczywiúcie nie u≥oøy≥o Ci siÍ wszystko tak, jak by mog≥o. Ja takøe jestem matkπ, ktÛra pÛüno urodzi≥a i bardzo chcia≥abym jeszcze poøyÊ z 40, albo i wiÍcej lat, by byÊ ze swoimi dzieÊmi. Niue chcia≥abym, by dzieci zosta≥y same, jak Ty:( Gorπco Ci wspÛ≥czujÍ. Na szczÍúcie masz sama swoje dzieci i nie jesteú sama. Serdecznie pozdrawiam:) Kamila";"29†sty†13:20";"Liczba g≥osÛw:7";"100%";"0%";"~basia:";"100%";"#mark"
"221";"hencol :";"Posiadajπ  lewoskrÍtne DNA .";"29†sty†13:17";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"222";"~Kasia";"Uwaøaj bo Tobie teø na staroúÊ mogπ jakieú wady genetyczne wyjúÊ.";"29†sty†13:17";"Liczba g≥osÛw:4";"100%";"0%";"~medyk:";"100%";"#mark"
"223";"~obatel :";"Tylko 14 osob na úwiecie mia≥o potomstwo po 40-stce";"29†sty†13:16";"Liczba g≥osÛw:5";"20%";"80%";NA;"80%";"#mark"
"224";"~dziadekk :";"oj ...owszem kazdy moze miec dzieci kiedy chce itp itd...tylko hmmm jakos nikt nie pomyslal / powiedzial nic o tych dzieciach ...jak one w pewnym momecie beda sie czuc ?? jak to bylo w starym powiedzeniu...""... niech do szkoly przyjdzie Tata / Mama a nie Dziadek / Babacia..."" i tylko tyle i az tyle...";"29†sty†13:16";"Liczba g≥osÛw:13";"30%";"69%";NA;"69%";"#mark"
"225";"~:)";"Pogadamy o wolnoúci, jak Twoje dzieci ciÍ wnukami obarczπ w wieku 40 lat.";"29†sty†13:15";"Liczba g≥osÛw:3";"66%";"33%";"~ewa:";"66%";"#mark"
"226";"~Kamila :";"Czasami tak bywa, øe nie moøna urodziÊ wczeúniej i myúlÍ, øe kaødy znajduje rozwiπzanie najlepsze dla Siebie. Kaødy pownien tez wybraÊ czas najlepszy dla Siebie. Ja urodzi≥am pierwsze dziecko w wieku 38 lat, w wieku 40 urodzi≥am drugie. CieszÍ siÍ, øe mam dwÛjkÍ dzieci i cieszÍ siÍ, øe w≥aúnie w tym czasie mam dzieci, bo dla mnie by≥o to najlepsze rozwiπzanie. Serdecznie pozdrawiam:)";"29†sty†13:14";"Liczba g≥osÛw:13";"76%";"23%";NA;"76%";"#mark"
"227";"~a-net :";"Dla tych, ktÛrzy zachwalajπ posiadanie dzieci w wieku 20 lat i wrzeszczπ, ze po 40-tce bez sensu. Bo jak ma sie 20 lat, to siÍ ""przemÍczysz"" a w wieku 40 lat jest druga m≥odoúc. A jak wyglπda≥o wasze ""mÍczenie siÍ""? Zazwyczaj s≥ychaÊ stwierdzenie ""mieszkalismy katem u rodzicÛw, ktÛrzy nam pomagali finansowo"" albo ""podrzucalismy im dziecko, øebysmy mogli obydwoje pracowaÊ"". To dopiero egoizm! Myúlicie, øe wasi rodzice nie chcieli mieÊ ""drugiej m≥odoúci""? Ale nie. kochane dzieci wsadzi≥y ich po raz kolejny w pieluchy. I nie mogli przezywaÊ swojej drugiej m≥odoúci, bo po raz kolejny musieli braÊ odpowiedzialnoúc na siebie i wspieraÊ, chociaz mogliby sobie juø spokojnie odpoczywac. Bπdümy na tyle dojrzali, zeby swoimi zobowiπzaniami i skutkami swoich decyzji nie obarczaÊ innych osÛb. Ciekawe, czy ci, ktÛrzy teraz opowiadajπ, jak to sobie swietnie poradzili w takiej sytuacji i bÍdπ siÍ nied≥ugo cieszyÊ wolnoúciπ, bedπ zachwyceni, kiedy ich dzieci w≥adujπ ich w opiekÍ nad wnukami w wieku 40 lat.";"29†sty†13:13";"Liczba g≥osÛw:87";"88%";"11%";NA;"88%";"#mark"
"228";"~Nobel Alfred :";"Czy dobrze zrozumia≥em, øe Michnik ma dziecko z Korwinem-Mikie?";"29†sty†13:10";"Liczba g≥osÛw:3";"66%";"33%";NA;"66%";"#mark"
"229";"~Do Ani";"Jakbyú nie wiedzia≥a Aniu, to jest wiÍcej pozycji niø leøπca. Poza tym, to nie powinno nas to obchodziÊ. Pozdrawiam.";"29†sty†13:02";"Liczba g≥osÛw:2";"50%";"50%";"~ANIA:";"50%";"#mark"
"230";"~do ankak";"A niby to czemu w wieku 40 lat to haÒba? Bardzo denerwujπce jest stwierdzenie, øe siÍ odchowa i spokÛj, dzieci nie ma siÍ po to, øeby je jak najszybciej odchowaÊ, tylko po to, øeby sie cieszyÊ nimi kaødego dnia. I tu czasami rodzice po 40tce maja lepsze do tego predyspozycje i wiÍcej dla nich czasu. To jest úwiadome i odpowiedzialne rodzicielstwo.";"29†sty†13:00";"Liczba g≥osÛw:8";"87%";"12%";"~ankak:";"87%";"#mark"
"231";"~kasia :";"Kto pisze te bzdury?! ,, Zbigniew UrbaÒski po raz pierwszy ojcem zosta≥ w wieku 40 lat. Wtedy na úwiat przysz≥a jego 5-letnia cÛrka Mila"" w wieku 40 lat urodzila sie jego 5 letnia cÛrka?!";"29†sty†12:49";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"232";"~cywilbanda :";"Rysio Kalisz = Matko Bosko Kalisko Karmjunco z Dzieciuntkjym.";"29†sty†12:46";"Liczba g≥osÛw:5";"60%";"40%";NA;"60%";"#mark"
"233";"~irena :";"no piÍknie ,,,,,TYLKO CZY DOCZEKAJ• WNUCZ•T??";"29†sty†12:45";"Liczba g≥osÛw:10";"50%";"50%";NA;"50%";"#mark"
"234";"~nioekumaty :";"A KTO POMAGAL zrobic dziecko KALISZOWI1111111Przeciez taka kaleka nie wylezie na DACH????Komu zaplacil za ta uluge???MOze ktos wie???";"29†sty†12:44";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"235";"~00 :";"kaliszowi to ktoú zrobi≥ z litoúci";"29†sty†12:44";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"236";"~OL";"G≥upol do kwadratu.. øe teø mamy takie durne spo≥eczeÒstwo :(";"29†sty†12:41";"Liczba g≥osÛw:3";"100%";"0%";"~Ryszard:";"100%";"#mark"
"237";"~Lidia";"A ty kim jesteú by osπdzaÊ? Jak moøesz powiedzieÊ, øe singielka33 jest pod≥a? znasz ja prywatnie? znasz jπ by tak stwierdzaÊ? Nikt powtarzam NIKT z nas na tym padole.. ani Ty, ani ja ani øadem duchowny NIKT nie wie jakie plany ma BÛg, co go interesuje a co nie i dlaczego jednych ludzi doúwiadcza bardzo a innych jakby mniej. MyúlÍ, øe singielka33 absolutnie nie chcia≥a nikogo uraziÊ swojπ wypowiedziπ a Ty jej przes≥ania nie zrozumia≥eú.";"29†sty†12:39";"Liczba g≥osÛw:13";"76%";"23%";"~kurczburcz:";"76%";"#mark"
"238";"~ankak";"Ola to najlepszy wiek na rodzenie dzieci !a co chca≥abyú zostaÊ matkπ po czterdziestce daj spokÛj ???pomÍczy≥aú sie odchowa≥aú dziecko i powinnaú byÊ dumna z siebie øe tak ci dobrze posz≥o,a wiesz dziecko po czterdziecce to troche za poøno duøo za pÛzna co tego øe majπ mieszkanie status zawodowy nawet wnukÛw nie doczekajπ a niektÛrzy to nawet w piecdziesieciu latach umierajπ a mjeÊ dziecko po czterdziestce mog≥abyú go szybko osierociÊ i co dziecko by mia≥o øal do ciebie!!!";"29†sty†12:37";"Liczba g≥osÛw:15";"20%";"80%";"~ola:";"80%";"#mark"
"239";"~echo";"Rozumiem ze z autopsji moze pasc taki osad ale nie obwiniaj nikogo za wlasne bledy wychowawcze!";"29†sty†12:35";"Liczba g≥osÛw:0";"0%";"0%";"~pola:";NA;NA
"240";"~Kataryna";"Bez przesady Burczokurczu.....";"29†sty†12:35";"Liczba g≥osÛw:6";"100%";"0%";"~kurczburcz:";"100%";"#mark"
"241";"~adkrawczyk";"Uhm rozum w wieku 20 lat a 40 to zupe≥nie inna bajka. Cz≥owiek nie krowa i na pewne rzeczy zmienia poglπdy a im siÍ jest starszym tym ma siÍ wiÍksze doúwiadczenie øyciowe i wiÍcej w g≥owie.";"29†sty†12:35";"Liczba g≥osÛw:4";"75%";"25%";"~szyderca:";"75%";"#mark"
"242";"~echo :";"Dziecko w w gym wieku to egoizm i glupota. Nie ma to jak 18 latek musi sie zajmowac emerytem ...";"29†sty†12:33";"Liczba g≥osÛw:14";"21%";"78%";NA;"78%";"#mark"
"243";"~ewka";"moja mama urodzi≥a mnie majπc 20 lat ,w wieku 40 lat zachorowa≥a i spÍdzi≥a kilka lat przykuta do ≥Ûøka sparalizowana czterokoÒczynowo i niestety odesz≥a , wiÍc wiek nie ma tu nic do rzeczy , wiele dzieci traci rodzicÛw w m≥odym wieku ,to dla nich jest trauma na ca≥e zycie ,";"29†sty†12:32";"Liczba g≥osÛw:41";"90%";"9%";"~basia:";"90%";"#mark"
"244";"~ola :";"kobieta po 40 ma mieszkanie, samochÛd, swojπ firmÍ i czas, ktÛry moøe poúwiÍciÊ dziecku a to w≥aúnie on jest najwaøniejszy - ja urodzi≥am dziecko rok po studiach, mπø zdematerializowa≥ siÍ po pÛ≥ roku a ja zosta≥am w ciπøy, bez grosza w wynajÍtym mieszkaniu - i ? pracowa≥am na dwa etaty, wziÍ≥am opiekunkÍ, potem przedszkole prywatne do wieczora, úwietlicÍ szkolnπ a przecieø czÍsto dzieci chorujπ i co wtedy? i jestem tak przemÍczona, øe w ogÛle nie wiem, jak uda≥o mi siÍ przeøyÊ, teraz moje dziecko ma 12 lat, nadal mieszkamy w wynajÍtym mieszkaniu i jeüdzimy samochodem na raty, bo majπc dziecko ledwie moøna je utrzymaÊ w tym kraju - jeúli ktoú nadal nie rozumie, jaka jest przewaga ludzi po 40 od ludzi w wieku 24, 25 to niech siÍ piÍÊ minut zastanowi";"29†sty†12:25";"Liczba g≥osÛw:84";"90%";"9%";NA;"90%";"#mark"
"245";"~ma≥a Mi :";"Kalisz - specjalista do spraw bezpiecznego trzymania dzieci!!!";"29†sty†12:20";"Liczba g≥osÛw:5";"80%";"20%";NA;"80%";"#mark"
"246";"~me";"A ja mam inny przyk≥ad. Jak sieurodzi≥am mÛj tata mia≥ 43 lata a mama 31, tata zmar≥ 3 lata temu, mÛj mπz juø nie ma obydwojga rodzicÛw pomimo, øe jak sie urodzi≥ to byli m≥odziakami sporo przed 30.";"29†sty†12:19";"Liczba g≥osÛw:16";"87%";"12%";"~basia:";"87%";"#mark"
"247";"~Milka :";"Rysio Kalisz to dawca nasienia...nie zajmuje siÍ swoim synkiem przecieø...alimenty to za ma≥o..by nazywaÊ tego pana tatusiem";"29†sty†12:18";"Liczba g≥osÛw:5";"80%";"20%";NA;"80%";"#mark"
"248";"~kurczburcz";"pijana rodzi dziecko, a ty nie? w tym tkwi sprawiedliwosc swiata moze; pijana to tez normalna wg boga; bo swiatem nie jestes tylko ty - wg swoich norm. Boga nie interesuje, czy ci sie podobaja czy nie jego wyroki. A gdyby go nie bylo? Moze za cos placisz nie mogac miec dziecka, np. za swoja podlosc wobec bliznich, wyrazajaca sie komentarzami? Pomysl o tym, nie zazdrosc, nie wyrokuj, zajmij sie soba.";"29†sty†12:17";"Liczba g≥osÛw:30";"6%";"93%";"~singielka_33:";"93%";"#mark"
"249";"~club :";"UrbaÒskiego øonka, to mia≥a twardy reset. tyle w ciπøy chodziÊ? hehe";"29†sty†12:17";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"250";"~zuza :";"UrbaÒskiemu urodzi≥a siÍ piÍcioletnia cÛrka! KurczÍ, to jest coú!";"29†sty†12:16";"Liczba g≥osÛw:9";"88%";"11%";NA;"88%";"#mark"
"251";"~xix";"Bo to jest TWARDY RESET";"29†sty†12:16";"Liczba g≥osÛw:1";"100%";"0%";"~aswer:";"100%";"#mark"
"252";"~Milka";"Nie, to moja mamusia.Ma duøo czasu jest ustawiona. Mam wszystko mowi Franek";"29†sty†12:15";"Liczba g≥osÛw:2";"50%";"50%";"~Ryszard:";"50%";"#mark"
"253";"~ankak :";"Dziecko w dwudziedtu latach to g≥upota w czterdziestu haÒba ,sπ z tego jakie plusy wm≥odym wieku pomÍczysz siÍ odchowasz dzieci i masz spokÛ dojdziesz do 40 jesteú wolna jak ptak,w czterdziestu latach majπc dziecko kiedy patrzysz jak twoje koleøanki majπ odchowane dzieci i bawiπ siÍ a ty musisz bawiÊ siÍ pieluchami jesteseú zmÍczona ,dziecko pÛjdzie do szkoly a ty bÍdziesz babciπ juø,ale fakt niebedziesz na staroúc sama lepiej pÛøno nic wcale jak mÛwi mπdre przys≥owie,øycie jest do bani najlepiej wogÛle úie nie øeniÊ i nie mieÊ dzieci !!!!w moim przypadku moja ciπøπ by≥a za wczeúnie teúciowe ,tak namieszali mojemu w g≥owie øe do tej pory jest pod presjπ,chociaø teúciowa juø nie øyje kilka lat bozia jπ skara≥a za to øe mojemu glupot nagada≥a i wiecznie gÍbπ miota≥a jedza jedna!!!!";"29†sty†12:14";"Liczba g≥osÛw:16";"18%";"81%";NA;"81%";"#mark"
"254";"~Heinz :";"Ktoú tam w wieku 40 lat zosta≥ ojcem .... 5-letniej cÛrki.Rozumiecie?Bo mam dylemat..............";"29†sty†12:14";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"255";"~Anna :";"Zawsze chcia≥em mieÊ dziecko, ale Fred mi nie staje:(";"29†sty†12:12";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"256";"~mag";"to masz problem z czytaniem bo ja natrafiam na takie artyku≥y niestety....";"29†sty†12:12";"Liczba g≥osÛw:1";"100%";"0%";"~kolka:";"100%";"#mark"
"257";"~szyderca";"jeøeli ktoú ma 21 lat i tak siÍ zachowuje, to juø z pewnoúciπ nigdy nie stanie siÍ dojrza≥ym emocjonalnie rodzicem. W øyciu siÍ jest, albo nie jest osobπ odpowiedzialnπ i czy siÍ ma 21 czy 50 lat - to akurat nieistotne (albo siÍ jest osobπ mπdrπ i pe≥nπ empatii, albo siÍ jest g≥upolem i nieudacznikiem øyciowym).";"29†sty†12:12";"Liczba g≥osÛw:3";"100%";"0%";"~anna:";"100%";"#mark"
"258";"~aswer :";"Majπc 40 lat urodzi≥a siÍ jego 5 letnia cÛrka - ciπøa trwa≥a 45 miesiÍcy .. TO JEST DOPIERO FENOMEN !!!!";"29†sty†12:11";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"259";"~Sopel Wzwodu   !!!!!!!!!!!!!!!!!!!!!!!!!! :";"Ciekawy jestem czym kierujπ siÍ te pancie spod zapoconego morúwina Kalisza ?";"29†sty†12:11";"Liczba g≥osÛw:5";"60%";"40%";NA;"60%";"#mark"
"260";"~AssAm :";"Ja ojcem zosta≥em w wieku 22 lat. Teraz moje dziecko jest doros≥e, a ja ciπgle m≥ody:)";"29†sty†12:10";"Liczba g≥osÛw:8";"37%";"62%";NA;"62%";"#mark"
"261";"~ANIA :";"_____________________________RYSZARD ØEBY POCZ•∆ TO £ADNIE SIE MUSIA£ SPOCI∆ LEDWO DYCHA£ PEWNO - BIEDNA TA CO PO NIM LEZA£A !!!!!!!";"29†sty†12:07";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"262";"~elinka";"fajna logika. Myúlicie, øe jak jedna baba z drugπ zrobi sobie twarz i wyglπda na 10 mniej to w úrodku organizm teø pracuje jakby mia≥ 10 lat mniej? To nie tak moi drodzy. Moøna o siebie bardzo dbaÊ i wyglπdaÊ lepiej niz jak siÍ mia≥o 20 lat, ale macica, jajowody, i inne organy wewnÍtrzne majπ taka metrykÍ jakπ majπ i nic nie jest w stanie je odm≥odziÊ. To jest prawo natury, nie da siÍ go obejúÊ. Organizm z biegiem lat sie zuøywa choÊbyúmy z kliniki medycyny estetycznej prawie nie wychodzili.";"29†sty†12:06";"Liczba g≥osÛw:2";"100%";"0%";"~fred flintstone:";"100%";"#mark"
"263";"~i pÍknπ≥ rysiu! :";"W Kaliszu to juø od dawna widzia≥em, øe pπczkuje w nim øycie. Dopiero teraz nadesz≥o rozwiπzanie....";"29†sty†12:03";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"264";"~Ryszard :";"Franek dlaczego babcia przyprowadza cie do szkoly? Gdzie masz mame?";"29†sty†11:57";"Liczba g≥osÛw:8";"0%";"100%";NA;"100%";"#mark"
"265";"~-ccc- :";"Ja urodzi≥am cÛrki gdy mia≥am 38 i 41 lat. D≥ugo siÍ staraliúmy o dziecko ,ale uda≥o siÍ. Teraz jestem najstarszπ mamπ na wywiadÛwkach w szkole, ale dziÍki temu odm≥odnia≥am.";"29†sty†11:57";"Liczba g≥osÛw:12";"100%";"0%";NA;"100%";"#mark"
"266";"~ewa :";"mama babcia i tata diadek hahahaha w tym wieku dzieci sπ odchowane i cz≥owiek myúli jak tu sobie øyÊ w spokoju a nie o pielÍgnacji niemowlaka chyba ze ma dziecko z kaprys i do niego sztab ludzi i nienie a z dzieckiem robi tylko fotki i to dla kasy";"29†sty†11:54";"Liczba g≥osÛw:8";"25%";"75%";NA;"75%";"#mark"
"267";"~medyk :";"A ja w tym wieku zosta≥am babciπ, tak jak wiele moich koleøanek i kolegÛqw ! :) Fajnie jest m≥odo wyglπdaÊ, miec dobre zdrowie i wnuki - to jest sztuka ! NiektÛre z tych dzieci w wieku maturalnym zostana sierotami, nie mÛwiπc juø o rÛznych chorobach genetycznych, ktÛre czÍsto ujawniajπ siÍ po latach. Niestety stare geny sa z≥e - chyba, øe plemnik i komÛrka jajowa zosta≥y w czeúniej w m≥odych latach zamroøone :)";"29†sty†11:53";"Liczba g≥osÛw:16";"12%";"87%";NA;"87%";"#mark"
"268";"~Rena :";"zupe≥nie co innego znaczy ojcostwo po 40-ce a macierzyÒstwo po 40-ce w kontekúcie obowiπzkÛw, taki Kalisz ponoÊ juø przesta≥ zajmowaÊ siÍ dziecinπ, bo ma nowπ flamÍ...";"29†sty†11:49";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"269";"~Baca :";"ten stary komuch obchodzi katolickie SwiÍta?";"29†sty†11:48";"Liczba g≥osÛw:2";"0%";"100%";NA;"100%";"#mark"
"270";"~korbiel :";"no to ten urbanski szczesciarz nadzwyczajny - na swiat przychodzi mu piecioletnia corka.pieluch nie musial zmieniac.";"29†sty†11:47";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"271";"~agata";"nie Agnieszko, nie wstyd";"29†sty†11:42";"Liczba g≥osÛw:4";"100%";"0%";"~aga:";"100%";"#mark"
"272";"~em :";"Zawsze to mi≥e , gdy pani "" úwietliczanka "" powie : "" Jasiu , dziadek / babcia po Ciebie"" .";"29†sty†11:38";"Liczba g≥osÛw:8";"50%";"50%";NA;"50%";"#mark"
"273";"~oj tam oj tam :";"52 lata i ,,,C”RECZKA.!!!";"29†sty†11:37";"Liczba g≥osÛw:3";"66%";"33%";NA;"66%";"#mark"
"274";"~Medyk :";"Jak mecenas nie bÍdzie pi≥ piwska za duøo t o moøe poøyÊ nawet do setki  i wychowa jeszcze dzieci z powodzeniem razem z m≥odπ øonkπ  50 lat dziú to jak  70 po wojnie";"29†sty†11:33";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"275";"~pyl. :";"Tej Korzuchow i Skrzyneck to mi szkoda ,te ich chlopy bzykali je bez efektu ,dopiero nastepcy byli w stanie je zapylic.Chwala im za to .";"29†sty†11:33";"Liczba g≥osÛw:5";"20%";"80%";NA;"80%";"#mark"
"276";"~Tluszcz :";"Tego T≥uszcza Kalisza mam doúÊ jak on trzyma to dziecko,";"29†sty†11:29";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"277";"~Milka :";"a dlaczego pominÍli mnie?Ja tez jestem stara matka 40 lat gdy urodzi≥am a ojciec jeszcze starszy..tylko on nie chcial naszego dziecka...tak jak Ryszard Kalisz";"29†sty†11:26";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"278";"~Jagna";"Trafny komentarz! Kaødy siÍ wymπdrza jak moøe, a prawda jest taka, øe wszyscy mamy swÛj czas na za≥oøenie rodziny, Czasem lepiej poczekaÊ na swoje szczÍúcie :)";"29†sty†11:25";"Liczba g≥osÛw:8";"100%";"0%";"~sad:";"100%";"#mark"
"279";"miklej1 :";"Kalisz jest bardzo skuteczny dwa strza≥y dwa bachory.Brawo.";"29†sty†11:25";"Liczba g≥osÛw:6";"16%";"83%";NA;"83%";"#mark"
"280";"~aga :";"Øycie nie zawsze uk≥ada siÍ tak jak byúmy chcieli.. A czy to wstyd mieÊ 40 lat i zostaÊ mamπ?";"29†sty†11:25";"Liczba g≥osÛw:12";"91%";"8%";NA;"91%";"#mark"
"281";"~ojciec :";"dziecko w wieku 40 lat, ciekawe kto bÍdzie chowal te dzieci, babcia lub oplacona opiekunka...ajkie te dzieci bÍdπ mieÊ wtedy wartoúci...rozpieszczone bachory";"29†sty†11:16";"Liczba g≥osÛw:16";"6%";"93%";NA;"93%";"#mark"
"282";"~jusia";"Napisa≥aú dok≥adnie i rzeczowo jedyny powÛd, dla ktÛrego lepiej mieÊ dzieci wczeúniej niø pÛüniej. Chodzi o dobro dziecka, øeby nie osierociÊ go np gdy idzie do 1-ej klasy. Nawet jeúli stanie siÍ to pÛüniej, to potem jest ogromny øal, øe rodzice nie poznali wnukÛw.";"23†sty†18:05";"Liczba g≥osÛw:15";"66%";"33%";"~basia:";"66%";"#mark"
"283";"~anna :";"Lepiej mieÊ starszych i dobrych rodzicÛw niø m≥odych i nieodpowiedzialnych. Mnie moja marka urodzi≥a jak mia≥a 21 lat i podrzuci≥a dziadkom. Sama balowa≥a tak ze wpad≥a w alkoholizm. A ja mam skrzywionπ psychikÍ. MyúlÍ øe gdyby urodzi≥a mnie pÛüniej by≥aby bardziej dojrza≥a do macierzyÒstwa. Dlatego jestem za pÛüniejszym rodzicielstwem niø za wczeúnie.";"23†sty†13:01";"Liczba g≥osÛw:23";"86%";"13%";NA;"86%";"#mark"
